name,address,phone,website,email,latitude,longitude
Sushi Boat,"12 Rue de Verdun, 34000 Montpellier, France",04 67 92 00 37,https://www.sushiboat-france.com/,sushiboat34000@gmail.com,43.6071971,3.8805487
Brasserie Boris Montpellier,"17 Bd Sarrail, 34000 Montpellier, France",04 67 02 82 38,http://www.chezboris.com/,contact@chezboris.com,43.61001149999999,3.8802689
Les Bains de Montpellier,"6 Rue Richelieu, 34000 Montpellier, France",04 67 60 70 87,https://www.lesbainsmontpellier.fr/,contact@pampagroup.fr,43.60724069999999,3.8780159
Intermarché EXPRESS Montpellier,"25 Rue François Coulet, 34000 Montpellier, France",04 88 45 02 71,https://www.intermarche.com/magasin?pdvref=09646&utm_source=gmb,N/A,43.6038256,3.8777896
Chic Et Boheme,"31 Rue Proudhon, 34090 Montpellier, France",04 67 10 99 94,http://chic-boheme.com/,core-js-bundle@3.2.1,43.6168546,3.879628599999999
Le Joseph,"3 Pl. Jean Jaurès, 34000 Montpellier, France",04 67 66 31 95,http://www.joseph-montpellier.fr/,s.ledun@groupe-tandem.fr,43.6101213,3.8779454
Le Tire Bouchon - Restaurant Montpellier,"2 Pl. Jean Jaurès, 34000 Montpellier, France",04 67 66 26 50,https://www.letirebouchon-montpellier.fr/,N/A,43.6101426,3.8777465
Fitzpatrick's Irish Pub,"5 Pl. Saint-Come, 34000 Montpellier, France",04 67 60 58 30,http://www.fitzpatricksirishpub.com/,contact@fitzpatricksirishpub.com,43.6082263,3.876539
Camping Le Floréal,"Rue de la Première Ecluse, 34970 Lattes, France",04 67 92 93 05,http://www.campinglefloreal.com/,contact@campinglefloreal.com,43.58936,3.901894999999999
Les Vignes Montpellier,"2 Rue Bonnier d'Alco, 34000 Montpellier, France",04 67 60 48 42,https://www.lesvignesrestaurant.fr/,t.germain34@gmail.com,43.61174680000001,3.8770419
Pirates Paradise,"Odysseum, All. Ulysse, 34000 Montpellier, France",04 67 68 06 80,https://montpellier.pirates-paradise.fr/,N/A,43.6034981,3.9170843
Arezzo,"8 Rue de l'Herberie, 34000 Montpellier, France",04 67 54 70 79,http://www.arezzo-montpellier.com/,N/A,43.6097953,3.876843900000001
Pizzeria Sicilia - Montpellier,"20 Rue du Pila St Gély, 34000 Montpellier, France",04 67 66 30 98,https://www.pizza-sicilia.com/,N/A,43.61366400000001,3.880265
Délirium Café,"28 Rue du Faubourg Figuerolles, 34070 Montpellier, France",N/A,http://www.delirium-cafe-montpellier.com/,N/A,43.6075564,3.8669023
La Panacée,"14 Rue de l'École de Pharmacie, 34000 Montpellier, France",04 99 58 28 09,http://www.moco.art/,N/A,43.61254959999999,3.8781073
McDonald's,"7 Pl. de la Comédie CS 69040, 34000 Montpellier, France",04 67 52 77 00,http://www.restaurants.mcdonalds.fr/mcdonalds-montpellier-comedie,N/A,43.60872610000001,3.8793333
Pizza Papa,"13 Pl. de la Comédie, 34000 Montpellier, France",04 67 58 58 32,https://www.pizzapapa.fr/restaurant/montpellier-comedie/,N/A,43.6085496,3.8802541
O'Carolans Irish Pub,"5 Rue du Petit Scel, Pl. du Petit Scel, 34000 Montpellier, France",04 67 60 98 18,http://www.ocarolansirishpub.com/,hello@ocarolansirishpub.com,43.61053500000001,3.8745857
Tacos Avenue,"457 Av. de la Justice de Castelnau, 34090 Montpellier, France",07 57 90 25 10,https://restaurants.tacos-avenue.com/tacos-montpellier-justice/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,tacos.avenue@gmail.com,43.6265907,3.8754878
Tôt Ou Tard | Restaurant Montpellier,"7 Pl. de la Chapelle Neuve, 34000 Montpellier, France",04 67 66 08 09,http://letotoutard.fr/,olivier@letotoutard.fr,43.6134178,3.878927100000001
Domino's Pizza Montpellier - Pompignane,"1603 Av. de la Pompignane, 34000 Montpellier, France",04 67 55 11 11,https://www.dominos.fr/?utm_source=google&utm_medium=local&utm_campaign=yext,N/A,43.6211094,3.897436799999999
Pizzeria la Terrasse,"4 rue du four saint eloi, Rue de Candolle, 34000 Montpellier, France",04 99 65 56 21,http://www.pizzeria-laterrasse.com/,N/A,43.6132161,3.8756522
Brasserie de la Gare,"1 Pl. Auguste Gibert, 34000 Montpellier, France",04 67 56 53 32,,N/A,43.60489989999999,3.8800688
Planète Kosmos,"34 Av. Charles Flahault, 34090 Montpellier, France",04 67 55 57 77,http://www.kosmos-montpellier.blogspot.com/,N/A,43.6226748,3.8638444
Le Pascalou,"5 Av. Jean Jaurès, 34170 Castelnau-le-Lez, France",04 67 41 30 68,https://castelnau.lepascalou.fr/,N/A,43.63359370000001,3.895305200000001
Le Fournil des Fromentiers,"200 Av. de la Pompignane, 34000 Montpellier, France",04 67 65 00 33,https://www.lesfromentiers.fr/,N/A,43.6078061,3.8988933
Carrefour City,"68 Av. de la Justice de Castelnau, 34090 Montpellier, France",04 67 63 51 71,https://www.carrefour.fr/magasin/city-montpellier-justice,N/A,43.6266988,3.8704732
Pizz’Arrive,"1612 Av. de Maurin, 34070 Montpellier, France",04 67 27 06 22,https://delicity.com/pizzarrive-montpellier,N/A,43.5909556,3.873126500000001
Bruno Pizza Montpellier,"33 Av. de l'École d'Agriculture Gabriel Buchet, 34000 Montpellier, France",04 67 54 93 13,http://www.brunopizza.fr/,N/A,43.615041,3.856661000000001
Crèmerie du Faubourg,"16 Rue du Faubourg de la Saunerie, 34000 Montpellier, France",09 50 51 27 26,http://cremeriedufaubourg.fr/,wght@100..900,43.6056945,3.87523
Pizza Titone,"19 Rue de la Loge, 34000 Montpellier, France",04 67 60 77 88,,N/A,43.6101118,3.8767637
Le Mélody,"18 Rue Saint-Pierre, 34000 Montpellier, France",04 67 60 56 20,,N/A,43.61282969999999,3.874635799999999
Les Garçons,"15 Rue des Sœurs Noires, 34000 Montpellier, France",09 73 29 40 34,https://www.lesgarconsmontpellier.fr/,N/A,43.6089136,3.8750144
Jours Meilleurs Epicerie Traiteur,"650 Rue de la Vieille Poste, 34000 Montpellier, France",04 67 50 71 97,http://www.joursmeilleurs.bio/,N/A,43.6133984,3.9053979
Restaurant Les délices du Liban,"3 Rue Vanneau, 34000 Montpellier, France",06 13 06 50 13,https://lesdelicean-montpellier.fr/fr,N/A,43.6081615,3.880541199999999
The Beehive,"15 Rue du Plan d'Agde, 34000 Montpellier, France",04 48 78 25 31,https://www.facebook.com/thebeehivemontpellier?sk=wall&filter=2,N/A,43.607878,3.8759845
MU DAN,"185 Cour Messier, Rue de la Vieille Poste, 34000 Montpellier, France",04 67 99 35 85,,N/A,43.6178799,3.912795999999999
