name,address,phone,website,email,latitude,longitude
Centre Commercial Triangle,"26 All. Jules Milhau, 34000 Montpellier, France",04 67 58 56 46,https://www.pagesjaunes.fr/pros/06764065,N/A,43.6087733,3.882426299999999
Shopping Mall Polygone,"1 Rue des Pertuisanes, 34000 Montpellier, France",N/A,,N/A,43.6085755,3.8849407
Philippe Bérangé Montpellier,"1 Rue des Pertuisanes, 34000 Montpellier, France",07 69 12 11 56,,N/A,43.6085755,3.8849407
Chabrand Polygone Montpellier,"Centre commercial Polygone, 34000 Montpellier, France",04 99 53 10 08,https://www.chabrand.net/fr/,widgets@3.x.x,43.6084021,3.884936600000001
Côté Lez,"1651 Av. de la Pompignane, 34000 Montpellier, France",04 67 86 15 70,,N/A,43.6209143,3.8972997
Locaux associatifs Manuel Pazos,"34000 Montpellier, France",N/A,,N/A,43.619684,3.899967
Centre commercial La Pompignane,"753 Rte de la Pompignane, 34170 Castelnau-le-Lez, France",04 67 79 83 19,,N/A,43.6227167,3.899156099999999
Clarence,"125 Av. Augustin Fliche, 34090 Montpellier, France",06 71 25 14 04,https://m2b3zp-up.myshopify.com/collections/all,N/A,43.63011460000001,3.8605923
La Galerie - Géant Près d'Arènes,"Av. du Mas d'Argelliers, 34000 Montpellier, France",04 67 20 34 04,https://www.la-galerie.com/geant-pres-darenes,sav@la-galerie.com,43.587398,3.888378999999999
Centre Commercial,"2750 Bd Paul Valéry, 34070 Montpellier, France",N/A,,N/A,43.59503189999999,3.849619699999999
Centre commercial Celleneuve,"129 Av. de Lodeve, 34070 Montpellier, France",04 99 77 34 00,https://www.auchan.fr/magasins/hypermarche/auchan-hypermarche-montpellier-celleneuve/s-277,N/A,43.6121653,3.8395021
HALLES PLAZA,"Rambla des Calissons, 34070 Montpellier, France",N/A,http://www.hallesplaza.fr/,contact@hallesplaza.fr,43.5833755,3.859781599999999
HALLE Ô SENS,"Rue de Montels Église, 34970 Lattes, France",06 22 21 37 05,,N/A,43.5785111,3.8777558
Excel Coiffure Montpellier Odysseum,"centre commercial géant casino, Centre commercial odysseum, 2 Pl. de Lisbonne, 34000 Montpellier, France",09 86 11 53 54,,N/A,43.6045772,3.921396099999999
MBO Lattes Grand Sud,"1271 Av. des Platanes, 34970 Lattes, France",09 84 31 35 65,https://www.mbolattes.fr/,N/A,43.5861355,3.9211842
Antenne,"31 Av. des Apothicaires, 34090 Montpellier, France",N/A,,N/A,43.6444949,3.8423818
Centre commercial la Tramontane,"311 Chem. de la Draye du Marbre, 34170 Castelnau-le-Lez, France",N/A,,N/A,43.63947439999999,3.922172
Comptoir Carthage,"186 SQUARE SATURNE Entré par rue de Lausanne, Ou, 113 Rue de Bari, 34080 Montpellier, France",04 67 45 73 92,,N/A,43.6275347,3.8208091
MOOV,"362 Rue du Mas de la Fiole, 34970 Lattes, France",09 78 08 25 68,https://moov.fr/,N/A,43.5928082,3.9345472
Centre Commercial La Cougourlude,"Av. de la Lironde, 34970 Lattes, France",N/A,,N/A,43.5736559,3.914821800000001
Censomed Lattes,"Centre commercial la cougourlude, censomed, Av. de la Lironde, 34970 Lattes, France",09 78 07 80 34,https://www.censomed.fr/,N/A,43.57363970000001,3.9147935
Zone Commerciale Aube Rouge,"580 Av. de l'Aube Rouge, 34170 Castelnau-le-Lez, France",N/A,,N/A,43.6389444,3.927430899999999
Leroy Merlin enlèvement des marchandises,"489 Av. de la Condamine, 34430 Saint-Jean-de-Védas, France",N/A,,N/A,43.5704627,3.842417300000001
Centre commercial Les Portes du Soleil,"34990 Juvignac, France",04 67 10 41 75,,N/A,43.6128966,3.808827900000001
La plaines,"10 Rue des Jonquilles, 34990 Juvignac, France",N/A,,N/A,43.6104572,3.808064
Le 610,"6 Rue Louis Breguet, 34830 Jacou, France",N/A,https://le610.com/,N/A,43.6587295,3.9022281
Centre Commercial La Croisée,"1 Av. de l'Europe, 34830 Clapiers, France",06 83 74 88 70,,N/A,43.660059,3.9002828
Jacou,"Espace bocaud, 34830 Jacou, France",N/A,,N/A,43.6602378,3.9030836
inegolmeuble turc,"1207 All. de l'Europe, 34990 Juvignac, France",04 99 23 18 38,,N/A,43.6139583,3.802334899999999
Course,"Le Fenouillet Z.A.C du, 34470 Pérols, France",N/A,,N/A,43.57585519999999,3.937588699999999
Centre commercial Le Crès,"RN 113, 34290 Le Crès, France",04 67 87 66 66,,N/A,43.64268539999999,3.9422461
Centre commercial Les Halles,"40 Rue des Vautes, 34980 Saint-Gély-du-Fesc, France",04 67 84 83 82,,N/A,43.6764507,3.819374099999999
Espace des Campanelles,"Av. Charles de Gaulle, 34690 Fabrègues, France",06 03 29 03 27,,N/A,43.5567985,3.7919088
Sav,"ZAC Saint Antoine, E.Leclerc, 34130 Saint-Aunès, France",N/A,,N/A,43.65078680000001,3.9792569
Centre commercial Saint-Aunès,"Ecoparc, N113 A709 sortie Vendargues, Rue de la Saladelle N°28, 34130 Saint-Aunès, France",04 67 87 44 00,https://www.centrecommercial-saintaunes.fr/,N/A,43.651573,3.9805537
Les Cyprès Parc Commercial,"34130 Saint-Aunès, France",N/A,http://www.les-cypres.fr/,N/A,43.651113,3.9836081
Ecoparc Les Cyprès,"Parc Commercial Les Cyprès, 200 Rue des Tamaris, 34130 Saint-Aunès, France",N/A,,N/A,43.6505986,3.9844407
ESPACE DU DEVOIS,"Rue du Devois, 34980 Saint-Gély-du-Fesc, France",N/A,,N/A,43.6935957,3.8067621
