name,address,phone,website,email,latitude,longitude
Royal Hôtel,"8 Rue de Maguelone, 34000 Montpellier, France",04 67 92 13 36,https://www.royalhotelmontpellier.com/,N/A,43.6067689,3.879747900000001
Mauguio,"34130 Mauguio, France",N/A,,N/A,43.6154409,4.010165
Hôtel Mercure Montpellier Centre Antigone,"285, Bld De L'Aéroport International, 34000 Montpellier, France",04 67 20 63 63,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1544&merchantid=seo-maps-FR-1544&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,h1544@accor.com,43.6090428,3.8939648
Citadines Apart'hotel Antigone Montpellier,"588 Bd d'Antigone, 34000 Montpellier, France",04 99 52 37 50,https://www.discoverasr.com/citadines/france/citadines-antigone-montpellier?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson-20240531-all-all-eu-fr-citadinesantigonemontpellier-yext-gbp,antigone@citadines.com,43.6088775,3.889908899999999
Halt Hotel 100%Independant,"17 Chem. de Saint-Hubert, 34970 Lattes, France",04 67 34 09 65,http://www.halthotel.fr/,reservation@halthotel.fr,43.5870639,3.895902499999999
Quality Hotel Du Golf Montpellier Juvignac,"38 Av. les Hameaux du Golf, 34990 Juvignac, France",04 67 45 90 00,https://hotelgolf-fontcaude.com/,N/A,43.627256,3.804083
Novotel Montpellier,"125 Bis Av. de Palavas, 34070 Montpellier, France",04 99 52 34 34,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=0450&merchantid=seo-maps-FR-0450&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,H0450@accor.com,43.5901198,3.8924983
Heliotel,"Rond point Agropolis, 34980 Montferrier-sur-Lez, France",04 67 41 54 00,http://www.heliotel.com/,heliotel@heliotel.com,43.6515865,3.8672104
Kyriad Montpellier Ouest Saint Jean de Vedas,"22b Rue Robert Schuman, 34430 Saint-Jean-de-Védas, France",04 67 20 35 35,http://www.kyriad-montpellier-ouest-saint-jean-de-vedas.fr/,N/A,43.5679561,3.838239300000001
Cit'Hotel Forme-hotel & Spa Montpellier Sud-Est - Parc Expositions - Arena,"185 Rue Charles Lindberg, 34130 Mauguio, France",04 67 99 00 87,https://www.logishotels.com/fr/hotel/-165111?partid=1535,N/A,43.5883643,3.9341498
Grand Hôtel du Midi,"22 Bd Victor Hugo, 34000 Montpellier, France",04 67 92 69 61,http://www.grandhoteldumidimontpellier.com/,N/A,43.6074781,3.8789739
Appart'City Confort Montpellier St Roch - Appart Hôtel,"29 Bd Berthelot, 34000 Montpellier, France",04 67 34 27 00,https://www.appartcity.com/fr/destinations/languedoc-roussillon/montpellier/montpellier-gare-st-roch.html?utm_source=google&utm_medium=mybusiness&utm_campaign=montpellier-gare-st-roch,N/A,43.5998882,3.872066700000001
Hôtel d ‘Aragon,"10 Rue Baudin, 34000 Montpellier, France",04 67 10 70 00,https://www.hotel-aragon.fr/,N/A,43.6082952,3.8818707
ibis Montpellier Centre Comédie,"Immeuble Le Triangle, All. Jules Milhau, 34000 Montpellier, France",04 99 13 29 99,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=0592&merchantid=seo-maps-FR-0592&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,H0592@accor.com,43.6090929,3.882938500000001
Le Sud Hôtel - Contact Hôtel Montpellier,"1315 Rue Hélène Boucher, 34130 Mauguio, France",04 67 22 46 43,https://lesudhotel.com/,contact@lesudhotel.com,43.5909527,3.9392535
Résidence étudiante Gsa Résid Montpellier - Les Olympiades,"123 Rue Nivôse, 34000 Montpellier, France",04 67 15 00 05,https://gsaresid.com/annonces/residence-les-olympiades/,N/A,43.6037597,3.898493799999999
Hôtel du Parc Euromédecine by Akena,"2 Rue du Caducée, 34090 Montpellier, France",04 67 52 43 33,http://www.montpellier-hotel.fr/,contact@hotelparceuromedecine.com,43.6430883,3.8351507
Appart'City Confort Montpellier Ovalie,"105 Rue Gilles Martinet, 34070 Montpellier, France",04 67 99 45 30,https://www.appartcity.com/fr/destinations/languedoc-roussillon/montpellier/montpellier-ovalie.html?utm_source=google&utm_medium=mybusiness&utm_campaign=montpellier-ovalie,N/A,43.5908416,3.8562548
Hôtel california - changement de proprietaire 01/04/2024,"228 Rue du Rajol Zac les portes de l'aeroport, 34130 Mauguio, France",N/A,https://direct-book.com/properties/GHM-MontpellierAirportHotelDIRECT?locale=en&items%5B0%5D%5Badults%5D=2&items%5B0%5D%5Bchildren%5D=0&items%5B0%5D%5Binfants%5D=0&currency=EUR&checkInDate=2024-04-17&checkOutDate=2024-04-18&trackPage=yes,N/A,43.5873052,3.9419714
Pullman La Pléiade Montpellier Centre,"1 Rue des Pertuisanes, 34000 Montpellier, France",04 67 99 72 72,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1294&merchantid=seo-maps-FR-1294&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,H1294@accor.com,43.6078394,3.8854502
Le Patio 34 (chambres d'hôtes et gîtes),"25 Av. du Moulin de Tourtourel, 34880 Lavérune, France",04 67 27 46 03,https://www.lepatio34.com/,contact@lepatio34.com,43.579752,3.811719
Hôtel Première Classe Montpellier Sud Lattes,"Chem. de Saint-Hubert, 34970 Lattes, France",0 892 70 73 02,https://montpellier-sud-lattes.premiereclasse.com/fr-fr/,N/A,43.584424,3.897145
Kyriad Montpellier Aéroport - Parc Des Expos,"273 Rue Roland Garros, 34130 Mauguio, France",04 67 99 20 00,https://montpellier-mediterranee-aeroport.kyriad.com/fr-fr/?utm_content=partoo&utm_medium=seo-bgp&utm_source=google,N/A,43.5904959,3.9393528
Villa Bellagio Parc Euromédecine (by Popinns),"1149 Rue de la Croix Verte, 34090 Montpellier, France",04 67 41 55 00,https://vbmontpellier.popinns.com/?utm_source=GMB+FICHE+&utm_medium=GMB+FICHE+-+MTP&utm_campaign=GMB+FICHE+-+MTP+-+ORGANIQUE,N/A,43.64223639999999,3.8445548
"Holiday Inn Express Montpellier - Odysseum, an IHG Hotel","60 Av. Nina Simone, 34000 Montpellier, France",04 99 51 61 00,https://www.ihg.com/holidayinnexpress/hotels/gb/en/montpellier/moppl/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-FR-_-MOPPL,contact@hiemontpellier.com,43.60146509999999,3.915509100000001
Residence De Tourisme Cote Green,"1213 All. des Thermes, 34990 Juvignac, France",04 67 61 28 00,,N/A,43.62815009999999,3.809994
"Crowne Plaza Montpellier - Corum, an IHG Hotel","190 Rue d'Argencourt, 34000 Montpellier, France",04 67 72 22 22,https://www.ihg.com/crowneplaza/hotels/gb/en/montpellier/mopda/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-FR-_-MOPDA,contact@cpmontpellier.com,43.6128138,3.884035800000001
"Hôtel-Restaurant The Originals City, Le Mas de Grille, Montpellier Sud","93 Rue Théophraste Renaudot, 34430 Saint-Jean-de-Védas, France",04 67 47 07 45,https://www.theoriginalshotels.com/hotels/montpellier-sud-le-mas-de-grille,reservation@theoriginalshotels.com,43.57275689999999,3.8523912
Kyriad Direct Montpellier Saint Jean de Védas – La Peyrière,"Pl. de la Méditerranée, 34430 Saint-Jean-de-Védas, France",04 67 47 99 77,https://direct-saint-jean-de-vedas.kyriad.com/fr-fr/?utm_content=partoo&utm_medium=seo-bgp&utm_source=google,N/A,43.567521,3.835892999999999
Le Mas du Cheval,"Av. de l'Agau, 34970 Lattes, France",04 11 89 41 63,https://www.masducheval.com/,N/A,43.5805541,3.9098079
HOTEL ULYSSE - Montpellier Centre Corum,"338 Av. de Saint-Maur, 34000 Montpellier, France",04 67 02 02 30,https://www.hotel-ulysse.fr/,resa@hotel-ulysse.fr,43.6150204,3.8874203
Hotel Kalliste Montpellier,"14 Rue Boussairolles, 34000 Montpellier, France",04 67 02 76 59,http://www.hotelkalliste.com/,hotelkalliste@orange.fr,43.6077491,3.8811359
Le Clos De L'Aube Rouge,"115 Av. de l'Aube Rouge, 34170 Castelnau-le-Lez, France",04 99 58 80 00,http://www.auberouge.com/,N/A,43.63833330000001,3.9266667
Hotel ibis Montpellier Sud,"164 Av. de Palavas, 34070 Montpellier, France",04 67 58 82 30,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=0624&merchantid=seo-maps-FR-0624&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,H0624@accor.com,43.5891812,3.891794599999999
Hotel Colisee - Verdun Gare Saint Roch,"33 Rue de Verdun, 34000 Montpellier, France",04 67 58 42 63,http://hotelcolisee.com/,PNVCsxNsZSCCuCkYr6@0FUZs.xNF,43.6060697,3.881834400000001
Hotel Hospitalet Saint Charles Montpellier,"241 Rue Auguste Broussonnet, 34090 Montpellier, France",04 67 45 46 47,https://hotel-hospitalet-saint-charles-montpellier.francophilevoyages.top/,N/A,43.6160882,3.871190500000001
ibis Styles Montpellier Centre Comédie,"6 Rue Baudin, Carpark :17Ter, Rue Alfred Bruyas, 34000 Montpellier, France",04 34 35 86 86,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9120&merchantid=seo-maps-FR-9120&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,H9120@accor.com,43.60837770000001,3.881396999999999
Courtyard Montpellier,"105 Pl. Georges Frêche, 34000 Montpellier, France",04 99 54 74 00,https://www.marriott.com/en-us/hotels/mplcy-courtyard-montpellier/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,N/A,43.59974249999999,3.8963653
Brit Hotel Montpellier Euromédecine,"Parc Euromédecine, 861 Rue de la Croix Verte, 34000 Montpellier, France",04 67 61 01 30,https://hotel-montpellier-euromedecine.brithotel.fr/,montpellier-nord@brithotel.fr,43.6444714,3.8424536
Hotel De Paris,"15 Rue Aristide Ollivier, 34000 Montpellier, France",04 67 58 37 11,http://www.hotel-paris-montpellier.fr/,N/A,43.6067564,3.8819204
Kyriad Montpellier Sud,"25 Rue du Puech Radier, 34970 Lattes, France",04 67 92 32 41,https://montpellier-sud.kyriad.com/,N/A,43.578646,3.880286
Hotel Le Mejean,"1439 Av. des Platanes, 34970 Lattes, France",04 67 99 79 00,https://hotel-lemejean.fr/,N/A,43.5845614,3.923284099999999
